customer_id,num_orders,total_spent,avg_order_value,order_value_std,first_order_date,last_order_date,country,recency_days,customer_age_days,frequency,monetary,months_active,purchase_growth,predicted_clv,CLV_Segment
12346.0,1,77183.6,77183.6,,2011-01-18 10:01:00,2011-01-18 10:01:00,United Kingdom,325,0,1,77183.6,1,0.0,45211.48138573146,VIP
12347.0,7,4310.0,23.68131868131868,23.289902310501176,2010-12-07 14:57:00,2011-12-07 15:52:00,Iceland,1,365,7,4310.0,7,-0.6831885969219545,3148.2372112787807,High
12348.0,4,1797.24,57.97548387096774,48.51485730087981,2010-12-16 19:09:00,2011-09-25 13:13:00,Finland,74,282,4,1797.24,4,-0.6520474379055717,1707.346030412415,High
12349.0,1,1757.55,24.076027397260276,34.6559127045895,2011-11-21 09:51:00,2011-11-21 09:51:00,Italy,18,0,1,1757.55,1,0.0,447.4312769593829,Low
12350.0,1,334.40000000000003,19.67058823529412,7.275538185065965,2011-02-02 16:01:00,2011-02-02 16:01:00,Norway,309,0,1,334.40000000000003,1,0.0,279.468471816456,Low
12352.0,8,2506.04,29.482823529411764,51.68790029756352,2011-02-16 12:33:00,2011-11-03 14:37:00,Norway,35,260,8,2506.04,4,0.0511932773109244,3797.0527366469933,High
12353.0,1,89.0,22.25,12.215427404174878,2011-05-19 17:47:00,2011-05-19 17:47:00,Bahrain,203,0,1,89.0,1,0.0,280.88344396540276,Low
12354.0,1,1079.4,18.610344827586207,8.679742086377074,2011-04-21 13:11:00,2011-04-21 13:11:00,Spain,231,0,1,1079.4,1,0.0,303.35769188087323,Low
12355.0,1,459.4,35.338461538461544,29.70352219466962,2011-05-09 13:49:00,2011-05-09 13:49:00,Bahrain,213,0,1,459.4,1,0.0,326.61360403072047,Low
12356.0,3,2811.43,47.65135593220339,48.5722968956169,2011-01-18 09:50:00,2011-11-17 08:40:00,Portugal,22,302,3,2811.43,3,-0.9738847673610196,1857.2785723546795,High
12357.0,1,6207.67,47.38679389312977,39.56476161876249,2011-11-06 16:07:00,2011-11-06 16:07:00,Switzerland,32,0,1,6207.67,1,0.0,581.5696375364587,Medium
12358.0,2,1168.06,61.47684210526315,52.27752321904825,2011-07-12 10:04:00,2011-12-08 10:26:00,Austria,1,149,2,1168.06,2,0.4082245914460956,766.4193986462491,Medium
12359.0,4,6372.58,25.695887096774197,31.33620817089572,2011-01-12 12:43:00,2011-10-13 12:47:00,Cyprus,57,274,4,6372.58,4,4.246763901549681,1714.476535106395,High
12360.0,3,2662.06,20.63612403100775,21.39461772670865,2011-05-23 09:43:00,2011-10-18 15:22:00,Austria,51,148,3,2662.06,3,-0.0366962326430507,1080.7344289224682,Medium
12361.0,1,189.9,18.99,3.280396317520186,2011-02-25 13:51:00,2011-02-25 13:51:00,Belgium,286,0,1,189.9,1,0.0,161.49661514024592,Low
12362.0,10,5226.2300000000005,19.64748120300752,9.664671282056696,2011-02-17 10:30:00,2011-12-06 15:40:00,Belgium,2,292,10,5226.2300000000005,8,0.104019995834201,2709.5911316423258,High
12363.0,2,552.0,24.0,15.75123891231186,2011-04-11 13:29:00,2011-08-22 10:18:00,Unspecified,109,132,2,552.0,2,-0.153948683772076,624.9890106667818,Medium
12364.0,4,1313.1,15.448235294117646,8.910810071730502,2011-08-19 15:24:00,2011-12-02 10:22:00,Belgium,7,104,4,1313.1,4,-0.5018242335018882,1254.8128018240884,Medium
12365.0,2,641.38,29.15363636363636,65.1966351414414,2011-02-21 13:51:00,2011-02-21 14:04:00,Cyprus,290,0,2,641.38,1,0.0,432.3836313246673,Low
12367.0,1,168.9,15.354545454545455,5.648958069655612,2011-12-05 16:48:00,2011-12-05 16:48:00,Denmark,3,0,1,168.9,1,0.0,290.62638857624154,Low
12370.0,4,3545.69,21.231676646706585,21.116236420001904,2010-12-14 12:58:00,2011-10-19 14:51:00,Cyprus,50,309,4,3545.69,3,-0.6039207713133086,1581.8895363757629,High
12371.0,2,1887.96,29.96761904761905,44.27785788719167,2011-10-11 10:43:00,2011-10-26 10:16:00,Switzerland,44,14,2,1887.96,1,0.0,660.7771776463459,Medium
12372.0,3,1298.04,24.962307692307693,16.38258168926466,2011-02-16 12:46:00,2011-09-29 12:12:00,Denmark,71,224,3,1298.04,3,-0.0402278746689321,991.9567022310011,Medium
12373.0,1,364.6,26.042857142857144,10.260282968486132,2011-02-01 13:10:00,2011-02-01 13:10:00,Austria,310,0,1,364.6,1,0.0,260.85164807254506,Low
12374.0,1,742.9300000000001,22.513030303030305,19.77401063973373,2011-11-14 15:37:00,2011-11-14 15:37:00,Austria,24,0,1,742.9300000000001,1,0.0,365.03298446799806,Low
12375.0,2,457.5,26.91176470588235,14.672205115154863,2011-09-02 14:23:00,2011-11-29 10:36:00,Finland,10,87,2,457.5,2,-0.0134025075659316,530.5957364356193,Medium
12377.0,2,1628.12,21.144415584415587,15.531661592534688,2010-12-20 09:37:00,2011-01-28 15:45:00,Switzerland,314,39,2,1628.12,2,-0.3739775765072018,535.3393772655044,Medium
12378.0,1,4008.62,18.30420091324201,8.958342412809236,2011-08-02 10:34:00,2011-08-02 10:34:00,Switzerland,129,0,1,4008.62,1,0.0,352.5256132403951,Low
12379.0,2,852.24,21.306,12.20102996913344,2011-06-22 16:32:00,2011-09-19 10:09:00,Belgium,81,88,2,852.24,2,-0.146341463414634,626.4326568509251,Medium
12380.0,4,2724.81,26.200096153846157,27.08885288224848,2011-06-07 09:49:00,2011-11-18 11:27:00,Belgium,21,164,4,2724.81,4,0.7112644811437022,1698.6696316287287,High
12381.0,5,1845.31,21.21045977011494,25.892950235134972,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,4,115,5,1845.31,4,-0.8834328287680943,2108.1225367116335,High
12383.0,5,1850.56,18.69252525252525,12.680055152091024,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,184,167,5,1850.56,5,-0.8330618892508144,1463.1994147755415,Medium
12384.0,2,585.27,21.676666666666662,17.295302608156128,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,28,92,2,585.27,2,-0.0003745445878307,660.1973260216886,Medium
12386.0,2,401.9,40.19,22.82106483054636,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,337,29,2,401.9,2,-0.4459407464409389,507.6754086529569,Medium
12388.0,6,2780.6600000000003,27.806600000000003,16.84279813241532,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,15,311,6,2780.6600000000003,6,-0.3351839000693963,2542.0195093800535,High
12390.0,1,549.84,17.1825,7.172142344268664,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,79,0,1,549.84,1,0.0,351.51740532917853,Low
12391.0,1,460.89,4.6089,5.523439108549907,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,21,0,1,460.89,1,0.0,282.8814468101656,Low
12393.0,4,1582.6,24.728125,18.045403220237358,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,71,260,4,1582.6,3,-0.1842310694769711,1322.0570599081952,Medium
12394.0,2,1272.48,47.12888888888889,64.92458923381407,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,63,153,2,1272.48,2,1.3356365159128982,862.3525774973838,Medium
12395.0,12,3018.63,19.350192307692307,12.640153861413182,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,18,351,12,3018.63,8,0.1357868765787464,3573.201682443711,High
12397.0,2,2409.9,19.12619047619048,15.703009487720134,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,35,99,2,2409.9,2,-0.0162196395818425,684.6049500340378,Medium
12398.0,1,1635.66,19.24305882352941,22.43008874276701,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,45,0,1,1635.66,1,0.0,378.5448289800853,Low
12399.0,4,1108.65,18.790677966101697,10.49116802024393,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,118,142,4,1108.65,4,-0.2713371389033039,1354.0121382563032,Medium
12401.0,1,84.3,16.86,5.419340365764086,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,302,0,1,84.3,1,0.0,287.1946664879343,Low
12402.0,1,225.6,20.50909090909091,7.234010581337928,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,322,0,1,225.6,1,0.0,274.1612410509345,Low
12403.0,1,427.7,85.53999999999999,64.97959679776415,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,49,0,1,427.7,1,0.0,634.6364630187286,Medium
12405.0,1,1710.39,31.67388888888889,42.769103308331616,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,148,0,1,1710.39,1,0.0,461.80299187499185,Low
12406.0,2,3415.3,32.52666666666667,23.678103145939364,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,21,161,2,3415.3,2,0.1065187239944521,671.8209839231268,Medium
12407.0,5,1708.12,22.18337662337662,16.695276404955607,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,49,214,5,1708.12,4,0.3275846898372196,2220.6913077721697,High
12408.0,5,2888.55,27.51,24.172746971617563,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,32,227,5,2888.55,4,-0.0990829845335623,2043.6594400983183,High
12409.0,3,11072.67,101.58412844036695,61.50616794139595,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,78,103,3,11072.67,2,-0.2160877437146428,1313.7285095259028,Medium
12410.0,2,693.33,26.66653846153846,28.210280245656215,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,308,0,2,693.33,1,0.0,405.4915814273594,Low
12412.0,3,1226.88,20.112786885245903,12.510621638051878,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,74,94,3,1226.88,3,-0.3459941804073715,953.3181096998368,Medium
12413.0,3,758.1,19.95,10.267213627643857,2011-01-06 16:12:00,2011-10-04 09:00:00,France,66,270,3,758.1,3,-0.5935450286309213,945.9729011700731,Medium
12414.0,3,562.4100000000001,31.245000000000005,18.572886072412757,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,216,93,3,562.4100000000001,3,0.078120961488757,796.0219154199992,Medium
12415.0,21,124914.53,174.95032212885152,181.1023956131187,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,23,313,21,124914.53,11,-0.1040459657343269,43423.916990001286,VIP
12417.0,9,3649.1,19.005729166666665,11.076127647062124,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,2,354,9,3649.1,8,0.2681466785250053,2899.6319466747145,High
12418.0,1,668.58,19.664117647058823,16.13403350302239,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,112,0,1,668.58,1,0.0,359.571610708434,Low
12420.0,1,600.39,20.70310344827586,9.201862041164851,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,63,0,1,600.39,1,0.0,323.8481001100343,Low
12421.0,4,807.04,17.93422222222222,11.561200883065126,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,15,303,4,807.04,4,0.132723256547807,1494.4746269860682,Medium
12422.0,3,803.5600000000001,20.604102564102565,17.520070403299535,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,95,229,3,803.5600000000001,3,-0.3791231732776618,1033.0964579334732,Medium
12423.0,8,1859.31,14.87448,7.838852929581782,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,0,352,8,1859.31,8,-0.1225882057506382,2310.51401874649,High
